state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,samplesizeadj
U.S.,2016-09-03,2016-09-09,USC Dornsife/LA Times,,2566.0,lv,44.83,43.82,47.30788,42.10927,2566.0
Louisiana,2016-08-10,2016-08-16,Google Consumer Surveys,B,280.0,lv,27.03,46.2,33.86891,55.97514,280.0
U.S.,2016-09-11,2016-09-13,The Times-Picayune/Lucid,,1612.0,lv,44.0,36.0,46.681,41.53274,1612.0
Michigan,2016-08-12,2016-08-25,Ipsos,A-,542.0,lv,43.25,43.78,42.56849,45.01354,542.0
U.S.,2016-08-20,2016-08-26,CVOTER International,C+,1211.0,lv,48.48,48.62,47.28481,46.72941,1211.0
Florida,2016-08-12,2016-08-18,Ipsos,A-,1216.0,lv,48.52,41.41,48.63609,44.00318,1216.0
Nebraska,2016-08-10,2016-08-16,Google Consumer Surveys,B,180.0,lv,32.71,30.16,39.88624,40.5021,180.0
U.S.,2016-09-18,2016-09-19,YouGov,B,1065.0,rv,40.0,38.0,44.36078,43.02523,1065.0
U.S.,2016-09-02,2016-09-08,USC Dornsife/LA Times,,2653.0,lv,44.46,44.33,46.94378,42.6497,2653.0
Georgia,2016-08-17,2016-08-23,Google Consumer Surveys,B,636.0,lv,27.58,44.61,34.90589,53.81587,636.0
Wisconsin,2016-08-24,2016-08-30,Google Consumer Surveys,B,653.0,lv,39.85,27.23,47.77729,36.69407,653.0
U.S.,2016-09-07,2016-09-09,The Times-Picayune/Lucid,,2043.0,lv,43.0,38.0,45.74604,43.70681,2043.0
Ohio,2016-08-24,2016-08-30,Google Consumer Surveys,B,837.0,lv,28.93,34.5,36.74753,43.80553,837.0
U.S.,2016-08-06,2016-08-10,Ipsos,A-,1101.0,lv,39.9,35.2,41.61984,39.82081,1101.0
Maryland,2016-07-29,2016-08-18,Ipsos,A-,475.0,lv,52.87,29.37,52.37947,31.52566,475.0
U.S.,2016-09-01,2016-09-07,USC Dornsife/LA Times,,2632.0,lv,44.5,43.44,46.98955,41.79105,2632.0
U.S.,2016-08-19,2016-08-25,CVOTER International,C+,1183.0,lv,48.95,48.33,47.71281,46.49634,1183.0
Virginia,2016-08-17,2016-08-23,Google Consumer Surveys,B,599.0,lv,36.24,28.95,43.77742,38.48523,599.0
Georgia,2016-08-05,2016-08-18,Ipsos,A-,522.0,lv,41.99,46.04,41.07937,47.62739,522.0
U.S.,2016-08-05,2016-08-09,Ipsos,A-,1168.0,lv,41.5,33.4,43.21067,38.02843,1168.0
U.S.,2016-05-06,2016-05-09,Public Policy Polling,B+,1222.0,v,42.0,38.0,44.11058,42.54449,1222.0
Indiana,2016-04-18,2016-04-21,Public Opinion Strategies,B,500.0,lv,39.0,47.0,35.84156,49.72917,500.0
Oregon,2016-07-29,2016-08-18,Ipsos,A-,444.0,lv,43.38,39.05,42.56898,41.08276,444.0
New Jersey,2016-08-05,2016-08-18,Ipsos,A-,765.0,lv,46.14,32.85,46.28984,35.74543,765.0
Texas,2016-08-24,2016-08-30,Google Consumer Surveys,B,1120.0,lv,34.09,37.44,41.83261,46.63732,1120.0
Kentucky,2016-08-10,2016-08-16,Google Consumer Surveys,B,407.0,lv,33.42,34.87,40.47583,45.00973,407.0
U.S.,2016-08-09,2016-08-10,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,43.0,40.0,45.27834,44.92262,1000.0
Washington,2016-08-17,2016-08-23,Google Consumer Surveys,B,578.0,lv,43.11,24.38,50.96132,34.40398,578.0
Kansas,2016-08-10,2016-08-16,Google Consumer Surveys,B,244.0,lv,34.98,30.11,42.18482,40.50013,244.0
U.S.,2016-08-31,2016-09-06,USC Dornsife/LA Times,,2640.0,lv,44.13,43.76,46.62189,42.13914,2640.0
Arizona,2016-08-05,2016-08-18,Ipsos,A-,438.0,lv,39.0,47.03,38.16674,48.93088,438.0
U.S.,2016-08-18,2016-08-24,CVOTER International,C+,1187.0,lv,47.73,48.52,46.45307,46.76085,1187.0
Minnesota,2016-08-17,2016-08-23,Google Consumer Surveys,B,524.0,lv,36.85,24.96,44.59716,34.8218,524.0
Wisconsin,2016-03-30,2016-04-03,Emerson College,B,1198.0,lv,47.0,37.0,45.21298,36.7019,1198.0
Virginia,2016-08-05,2016-08-18,Ipsos,A-,643.0,lv,45.18,39.02,44.57277,41.05002,643.0
New Mexico,2016-08-10,2016-08-16,Google Consumer Surveys,B,181.0,lv,37.35,25.97,44.56049,36.36966,181.0
New York,2016-08-24,2016-08-30,Google Consumer Surveys,B,1038.0,lv,41.64,29.9,49.49403,39.25826,1038.0
Florida,2016-08-24,2016-08-30,Google Consumer Surveys,B,1360.0,lv,30.85,39.89,38.64788,49.16715,1360.0
Connecticut,2016-08-10,2016-08-16,Google Consumer Surveys,B,301.0,lv,41.81,26.61,49.12968,37.19317,301.0
North Carolina,2016-08-17,2016-08-23,Google Consumer Surveys,B,778.0,lv,32.86,37.42,40.29264,46.79209,778.0
Illinois,2016-08-24,2016-08-30,Google Consumer Surveys,B,1040.0,lv,34.63,28.61,42.42027,37.87616,1040.0
U.S.,2016-08-04,2016-08-08,Ipsos,A-,1154.0,lv,40.5,34.3,42.20377,38.92978,1154.0
U.S.,2016-08-17,2016-08-23,Google Consumer Surveys,B,22234.0,lv,35.34,33.27,42.96601,42.94317,5000.0
U.S.,2016-08-17,2016-08-23,CVOTER International,C+,1196.0,lv,47.59,48.29,46.25488,46.61251,1196.0
Michigan,2016-03-01,2016-03-03,Marist College,A,2229.0,rv,52.0,36.0,49.5239,39.11944,2229.0
U.S.,2016-08-30,2016-09-05,USC Dornsife/LA Times,,2605.0,lv,43.55,44.34,46.0399,42.75024,2605.0
Indiana,2016-08-17,2016-08-23,Google Consumer Surveys,B,631.0,lv,31.81,35.98,39.32801,45.48502,631.0
U.S.,2016-06-02,2016-06-05,Zogby Interactive/JZ Analytics,C-,837.0,lv,40.0,34.0,43.09587,40.55701,837.0
U.S.,2016-08-29,2016-09-04,USC Dornsife/LA Times,,2732.0,lv,42.75,44.67,45.23908,43.10892,2732.0
U.S.,2016-09-06,2016-09-08,The Times-Picayune/Lucid,,1780.0,lv,42.0,36.0,44.76111,41.75138,1780.0
Arizona,2016-08-17,2016-08-23,Google Consumer Surveys,B,530.0,lv,35.06,26.9,42.74462,36.66442,530.0
Colorado,2016-08-17,2016-08-23,Google Consumer Surveys,B,512.0,lv,40.49,23.95,48.27303,33.86765,512.0
New Jersey,2016-08-17,2016-08-23,Google Consumer Surveys,B,763.0,lv,37.78,31.6,45.48202,41.39152,763.0
U.S.,2016-05-13,2016-05-17,CBS News/New York Times,A-,1109.0,rv,47.0,41.0,48.09343,44.60482,1109.0
South Carolina,2016-08-10,2016-08-16,Google Consumer Surveys,B,408.0,lv,30.09,39.17,36.92584,48.93998,408.0
U.S.,2016-08-16,2016-08-22,CVOTER International,C+,1214.0,lv,48.35,47.48,46.95132,45.89702,1214.0
U.S.,2016-09-10,2016-09-13,YouGov,B,1087.0,rv,42.0,40.0,46.51212,45.26098,1087.0
U.S.,2016-05-14,2016-05-17,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1021.0,rv,39.0,42.0,43.64083,48.19177,1021.0
Michigan,2016-08-09,2016-08-10,Mitchell Research & Communications,D,1314.0,lv,44.0,33.0,44.58085,36.74083,1314.0
U.S.,2016-08-15,2016-08-15,Gravis Marketing,B-,1143.0,rv,46.0,42.0,47.78183,46.03122,1143.0
Missouri,2016-08-17,2016-08-23,Google Consumer Surveys,B,545.0,lv,35.53,34.72,43.07887,44.27306,545.0
North Carolina,2016-08-05,2016-08-18,Ipsos,A-,438.0,lv,47.24,45.25,46.6679,47.24619,438.0
California,2016-08-24,2016-08-30,Google Consumer Surveys,B,1584.0,lv,43.75,26.11,51.60852,35.47474,1584.0
U.S.,2016-08-03,2016-08-07,Ipsos,A-,1119.0,lv,40.8,33.4,42.48642,38.01765,1119.0
U.S.,2016-08-15,2016-08-21,CVOTER International,C+,1259.0,lv,47.98,47.24,46.50173,45.76705,1259.0
Alabama,2016-08-10,2016-08-16,Google Consumer Surveys,B,407.0,lv,19.55,54.53,26.33136,64.20842,407.0
U.S.,2016-08-28,2016-09-03,USC Dornsife/LA Times,,2656.0,lv,42.37,45.01,44.85629,43.47105,2656.0
Maryland,2016-08-10,2016-08-16,Google Consumer Surveys,B,437.0,lv,48.93,21.31,55.95042,31.39021,437.0
U.S.,2016-04-20,2016-04-24,Suffolk University,B+,1000.0,lv,50.0,39.0,48.78212,40.65549,1000.0
U.S.,2016-04-17,2016-04-20,George Washington University (Battleground),B,1000.0,lv,46.0,43.0,45.05954,44.19451,1000.0
U.S.,2016-08-02,2016-08-06,Ipsos,A-,1175.0,lv,41.2,35.5,42.8753,40.098,1175.0
U.S.,2016-08-27,2016-09-02,USC Dornsife/LA Times,,2711.0,lv,42.35,45.26,44.8434,43.75805,2711.0
Pennsylvania,2016-08-17,2016-08-23,Google Consumer Surveys,B,898.0,lv,37.04,32.82,44.55718,42.32372,898.0
U.S.,2016-03-29,2016-03-31,Marist College,A,1066.0,rv,50.0,41.0,48.0942,44.85274,1066.0
Michigan,2016-08-05,2016-08-18,Ipsos,A-,630.0,lv,43.97,42.89,42.9443,44.5765,630.0
Tennessee,2016-08-10,2016-08-16,Google Consumer Surveys,B,481.0,lv,24.83,41.48,31.8738,51.59951,481.0
Colorado,2016-07-29,2016-08-18,Ipsos,A-,420.0,lv,42.39,38.74,40.97212,40.14257,420.0
U.S.,2016-08-25,2016-08-27,The Times-Picayune/Lucid,,3231.0,lv,42.0,37.0,44.80912,43.16023,3231.0
Arizona,2016-03-07,2016-03-11,Merrill Poll,B,701.0,lv,38.0,38.0,37.74706,40.69516,701.0
Iowa,2016-08-10,2016-08-16,Google Consumer Surveys,B,323.0,lv,37.83,28.17,45.09573,38.6625,323.0
Wisconsin,2016-08-17,2016-08-23,Google Consumer Surveys,B,685.0,lv,41.95,27.88,49.67895,37.71345,685.0
U.S.,2016-08-01,2016-08-05,Ipsos,A-,1196.0,lv,39.8,36.8,41.48343,41.3637,1196.0
Michigan,2016-08-17,2016-08-23,Google Consumer Surveys,B,542.0,lv,33.34,33.02,40.99129,42.73254,542.0
U.S.,2016-09-29,2016-09-30,Google Consumer Surveys,B,873.0,lv,35.6,31.3,42.29836,39.94966,873.0
Florida,2016-05-17,2016-05-18,Gravis Marketing,B-,2542.0,rv,46.0,42.0,46.37051,43.61093,2542.0
North Carolina,2016-04-10,2016-04-15,Elon University,B+,621.0,rv,45.0,39.0,45.24025,43.73709,621.0
U.S.,2016-08-26,2016-09-01,USC Dornsife/LA Times,,2650.0,lv,43.33,44.04,45.83154,42.58599,2650.0
U.S.,2016-08-14,2016-08-20,CVOTER International,C+,1191.0,lv,48.19,47.47,46.62422,46.10761,1191.0
U.S.,2016-07-22,2016-07-26,Ipsos,A-,2332.0,lv,37.6,38.4,41.87368,40.65538,2332.0
Massachusetts,2016-08-10,2016-08-16,Google Consumer Surveys,B,444.0,lv,50.33,21.5,57.95883,32.60275,444.0
Oregon,2016-08-10,2016-08-16,Google Consumer Surveys,B,380.0,lv,45.18,26.09,52.47947,36.6392,380.0
Georgia,2016-03-31,2016-04-03,Lake Research Partners,B+,400.0,lv,50.0,37.0,48.55048,39.85888,400.0
U.S.,2016-04-28,2016-05-01,CNN/Opinion Research Corp.,A-,890.0,rv,54.0,41.0,53.59415,42.2301,890.0
Florida,2016-04-25,2016-04-27,Associated Industries of Florida,,604.0,lv,49.0,36.0,48.89493,39.81429,604.0
U.S.,2016-07-23,2016-07-27,Ipsos,A-,2062.0,lv,39.0,36.9,43.03279,39.35464,2062.0
U.S.,2016-07-21,2016-07-25,Ipsos,A-,2289.0,lv,38.0,38.2,42.28299,40.48766,2289.0
U.S.,2016-08-25,2016-08-31,USC Dornsife/LA Times,,2646.0,lv,42.4,45.01,44.88417,43.58204,2646.0
Maine,2016-03-04,2016-03-10,Critical Insights,C,610.0,lv,43.0,34.0,41.56599,36.13324,610.0
U.S.,2016-07-25,2016-07-29,Ipsos,A-,1662.0,lv,38.3,36.1,41.538,39.22968,1662.0
U.S.,2016-03-19,2016-03-22,Selzer & Company,A+,815.0,lv,54.0,36.0,52.20012,36.95938,815.0
Missouri,2016-03-17,2016-03-24,DFM Research,B-,674.0,lv,42.0,40.0,39.24209,41.97087,674.0
U.S.,2016-07-24,2016-07-28,Ipsos,A-,1787.0,lv,38.4,36.8,42.06986,39.56847,1787.0
Texas,2016-08-17,2016-08-23,Google Consumer Surveys,B,1157.0,lv,32.89,38.78,40.43797,48.33165,1157.0
U.S.,2016-07-31,2016-08-04,Ipsos,A-,1153.0,lv,40.0,38.0,41.71976,42.50884,1153.0
Ohio,2016-08-17,2016-08-23,Google Consumer Surveys,B,772.0,lv,30.73,35.27,38.35139,44.93598,772.0
U.S.,2016-09-05,2016-09-07,The Times-Picayune/Lucid,,1327.0,lv,42.0,35.0,44.77767,40.78865,1327.0
New York,2016-04-06,2016-04-07,Emerson College,B,864.0,lv,54.0,36.0,52.73761,36.03771,864.0
U.S.,2016-09-19,2016-09-25,SurveyMonkey,C-,13598.0,lv,45.0,40.0,45.70832,42.2318,5000.0
Texas,2016-02-21,2016-02-22,SurveyUSA,A,1289.0,lv,44.0,47.0,40.66806,46.52518,1289.0
U.S.,2016-09-04,2016-09-06,YouGov,B,1077.0,rv,40.0,38.0,44.62472,43.55734,1077.0
U.S.,2016-07-29,2016-08-02,Ipsos,A-,1283.0,lv,42.9,35.8,44.84731,40.14262,1283.0
U.S.,2016-07-27,2016-07-31,Ipsos,A-,1309.0,lv,42.8,34.0,45.15793,37.96984,1309.0
U.S.,2016-07-26,2016-07-30,Ipsos,A-,1393.0,lv,40.7,34.7,43.49287,38.25547,1393.0
Virginia,2016-08-10,2016-08-16,Google Consumer Surveys,B,636.0,lv,40.29,25.98,47.32027,36.07676,636.0
U.S.,2016-08-24,2016-08-30,USC Dornsife/LA Times,,2576.0,lv,41.87,45.29,44.34851,43.88401,2576.0
U.S.,2016-07-20,2016-07-24,Ipsos,A-,2063.0,lv,38.8,37.5,42.97568,39.94062,2063.0
U.S.,2016-08-13,2016-08-19,CVOTER International,C+,1096.0,lv,49.45,45.85,47.80237,44.57787,1096.0
U.S.,2016-07-28,2016-08-01,Ipsos,A-,1291.0,lv,42.1,34.2,44.20405,38.39548,1291.0
U.S.,2016-07-19,2016-07-23,Ipsos,A-,1864.0,lv,37.9,38.7,41.79591,41.46989,1864.0
Illinois,2016-08-17,2016-08-23,Google Consumer Surveys,B,1047.0,lv,35.37,28.77,42.96467,38.39438,1047.0
U.S.,2016-07-30,2016-08-03,Ipsos,A-,1143.0,lv,41.6,37.4,43.41748,41.83718,1143.0
U.S.,2016-08-04,2016-08-05,Morning Consult,,2001.0,rv,41.0,33.0,45.33686,41.18858,2001.0
Minnesota,2016-08-10,2016-08-16,Google Consumer Surveys,B,555.0,lv,40.71,25.69,47.94201,36.12583,555.0
U.S.,2016-08-23,2016-08-25,The Times-Picayune/Lucid,,2903.0,lv,41.0,37.0,43.79767,43.22971,2903.0
Washington,2016-08-10,2016-08-16,Google Consumer Surveys,B,595.0,lv,43.08,27.17,50.4122,37.77421,595.0
U.S.,2016-08-23,2016-08-29,USC Dornsife/LA Times,,2500.0,lv,42.32,45.07,44.80968,43.71121,2500.0
U.S.,2016-03-17,2016-03-20,Monmouth University,A+,848.0,rv,42.0,34.0,43.40899,40.04869,848.0
U.S.,2016-08-24,2016-08-26,The Times-Picayune/Lucid,,2565.0,lv,42.0,36.0,44.80185,42.19352,2565.0
U.S.,2016-07-18,2016-07-22,Ipsos,A-,1579.0,lv,37.0,39.8,40.60118,42.92866,1579.0
U.S.,2016-08-27,2016-08-29,The Times-Picayune/Lucid,,2009.0,lv,42.0,37.0,44.82471,43.11216,2009.0
New York,2016-08-17,2016-08-23,Google Consumer Surveys,B,947.0,lv,39.08,27.65,46.73716,37.37167,947.0
Virginia,2016-05-09,2016-05-17,Roanoke College,C+,610.0,lv,38.0,38.0,37.83391,40.44502,610.0
Florida,2016-08-17,2016-08-23,Google Consumer Surveys,B,1288.0,lv,32.58,40.47,40.18213,50.10599,1288.0
Colorado,2016-08-10,2016-08-16,Google Consumer Surveys,B,552.0,lv,36.77,27.97,44.03651,38.46381,552.0
California,2016-08-17,2016-08-23,Google Consumer Surveys,B,1668.0,lv,40.62,27.65,48.28156,37.37852,1668.0
U.S.,2016-05-17,2016-05-20,American Research Group,C+,980.0,rv,46.0,46.0,46.11394,47.53329,980.0
Georgia,2016-08-10,2016-08-16,Google Consumer Surveys,B,546.0,lv,27.63,41.69,34.45681,51.44481,546.0
U.S.,2016-08-22,2016-08-28,USC Dornsife/LA Times,,2469.0,lv,43.59,43.96,46.07536,42.63743,2469.0
U.S.,2016-08-26,2016-08-28,The Times-Picayune/Lucid,,2024.0,lv,43.0,37.0,45.81709,43.13218,2024.0
Georgia,2016-05-15,2016-05-15,Opinion Savvy/InsiderAdvantage,C-,587.0,lv,41.0,44.0,39.55149,44.49878,587.0
U.S.,2016-08-12,2016-08-18,CVOTER International,C+,993.0,lv,49.16,45.92,47.44585,44.72758,993.0
Arizona,2016-08-10,2016-08-16,Google Consumer Surveys,B,544.0,lv,37.14,32.91,44.31186,43.24473,544.0
U.S.,2016-08-21,2016-08-27,USC Dornsife/LA Times,,2545.0,lv,44.21,43.65,46.68726,42.37267,2545.0
Indiana,2016-08-10,2016-08-16,Google Consumer Surveys,B,617.0,lv,31.62,35.74,38.63161,45.8054,617.0
U.S.,2016-09-04,2016-09-06,The Times-Picayune/Lucid,,1094.0,lv,43.0,34.0,45.7936,39.8291,1094.0
U.S.,2016-08-10,2016-08-16,Google Consumer Surveys,B,22143.0,lv,36.72,31.76,43.83549,41.99998,5000.0
U.S.,2016-08-01,2016-08-02,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,44.0,40.0,46.25752,44.82636,1000.0
Michigan,2016-08-10,2016-08-16,Google Consumer Surveys,B,682.0,lv,37.13,29.03,44.26981,39.31086,682.0
North Carolina,2016-08-10,2016-08-16,Google Consumer Surveys,B,742.0,lv,33.51,35.36,40.43949,45.28739,742.0
U.S.,2016-07-17,2016-07-21,Ipsos,A-,1279.0,lv,40.0,35.9,43.31456,39.36701,1279.0
U.S.,2016-07-16,2016-07-20,Ipsos,A-,1236.0,lv,40.5,36.1,43.57748,39.86209,1236.0
U.S.,2016-08-11,2016-08-17,CVOTER International,C+,1009.0,lv,49.69,45.47,47.91375,44.34213,1009.0
New Jersey,2016-08-10,2016-08-16,Google Consumer Surveys,B,736.0,lv,42.4,28.6,49.5886,38.96286,736.0
U.S.,2016-07-21,2016-07-22,Gravis Marketing,B-,3462.0,rv,49.0,51.0,50.71709,50.61368,3462.0
U.S.,2016-07-15,2016-07-19,Ipsos,A-,1217.0,lv,41.9,35.4,44.82736,39.3674,1217.0
Missouri,2016-08-10,2016-08-16,Google Consumer Surveys,B,542.0,lv,38.89,28.71,45.93128,38.82528,542.0
U.S.,2016-08-10,2016-08-16,CVOTER International,C+,1069.0,lv,50.84,44.28,49.0284,43.20337,1069.0
U.S.,2016-08-27,2016-08-29,YouGov,B,1119.0,rv,42.0,37.0,46.65582,42.8404,1119.0
U.S.,2016-08-20,2016-08-26,USC Dornsife/LA Times,,2460.0,lv,44.6,43.26,47.05222,42.03176,2460.0
U.S.,2016-07-18,2016-07-19,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,42.0,43.0,43.03873,44.87021,1000.0
U.S.,2016-07-14,2016-07-18,Ipsos,A-,1180.0,lv,41.6,33.8,44.54571,37.79976,1180.0
U.S.,2016-08-28,2016-08-30,The Times-Picayune/Lucid,,1429.0,lv,41.0,36.0,43.83767,42.08171,1429.0
U.S.,2016-08-19,2016-08-25,USC Dornsife/LA Times,,2444.0,lv,43.6,44.28,46.01022,43.10868,2444.0
U.S.,2016-07-13,2016-07-17,Ipsos,A-,1183.0,lv,43.6,33.1,46.55398,37.1145,1183.0
Pennsylvania,2016-08-10,2016-08-16,Google Consumer Surveys,B,882.0,lv,40.37,30.59,47.3808,40.65405,882.0
U.S.,2016-09-12,2016-09-18,SurveyMonkey,C-,13230.0,lv,45.0,40.0,45.90134,42.40327,5000.0
Wisconsin,2016-03-28,2016-03-30,Gravis Marketing,B-,1480.0,rv,49.0,41.0,50.15385,45.15261,1480.0
U.S.,2016-07-12,2016-07-16,Ipsos,A-,1234.0,lv,43.5,33.2,46.45887,37.22663,1234.0
U.S.,2016-08-29,2016-08-31,The Times-Picayune/Lucid,,1267.0,lv,42.0,35.0,44.84468,41.04892,1267.0
U.S.,2016-08-09,2016-08-15,CVOTER International,C+,1035.0,lv,50.67,44.19,48.83679,43.14995,1035.0
U.S.,2016-07-11,2016-07-15,Ipsos,A-,1264.0,lv,43.9,31.7,46.86956,35.74176,1264.0
Wisconsin,2016-08-10,2016-08-16,Google Consumer Surveys,B,660.0,lv,44.14,24.51,51.3545,34.9164,660.0
U.S.,2016-08-18,2016-08-24,USC Dornsife/LA Times,,2434.0,lv,44.28,44.03,46.65049,42.9332,2434.0
U.S.,2016-08-21,2016-08-23,The Times-Picayune/Lucid,,2178.0,lv,43.0,36.0,45.76078,42.3049,2178.0
Ohio,2016-08-10,2016-08-16,Google Consumer Surveys,B,810.0,lv,29.53,33.7,36.64104,43.93251,810.0
U.S.,2016-07-10,2016-07-14,Ipsos,A-,1246.0,lv,44.7,30.8,47.68214,34.8558,1246.0
U.S.,2016-07-26,2016-07-27,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,43.0,42.0,44.74207,42.78188,1000.0
U.S.,2016-07-29,2016-07-30,Morning Consult,,1931.0,rv,41.0,36.0,45.77397,43.74693,1931.0
U.S.,2016-08-17,2016-08-23,USC Dornsife/LA Times,,2396.0,lv,45.28,43.22,47.59229,42.20486,2396.0
U.S.,2016-08-29,2016-09-04,SurveyMonkey,C-,32226.0,rv,41.0,37.0,43.43152,42.04099,5000.0
U.S.,2016-08-08,2016-08-14,CVOTER International,C+,975.0,lv,50.45,44.65,48.59928,43.63733,975.0
U.S.,2016-04-22,2016-04-28,IBD/TIPP,A-,814.0,rv,47.0,40.0,49.04856,43.24125,814.0
U.S.,2016-07-09,2016-07-13,Ipsos,A-,1233.0,lv,45.1,31.2,48.09578,35.26984,1233.0
Texas,2016-08-10,2016-08-16,Google Consumer Surveys,B,1071.0,lv,31.11,40.53,38.15042,50.64382,1071.0
U.S.,2016-07-08,2016-07-12,Ipsos,A-,1248.0,lv,44.1,32.4,47.09819,36.48154,1248.0
U.S.,2016-08-16,2016-08-22,USC Dornsife/LA Times,,2411.0,lv,44.21,44.05,46.45874,43.12937,2411.0
U.S.,2016-08-22,2016-08-24,The Times-Picayune/Lucid,,1703.0,lv,41.0,37.0,43.78916,43.26076,1703.0
U.S.,2016-07-12,2016-07-13,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,37.0,44.0,38.17204,46.03148,1000.0
Illinois,2016-08-10,2016-08-16,Google Consumer Surveys,B,1007.0,lv,37.04,26.64,44.12534,36.82932,1007.0
U.S.,2016-08-07,2016-08-13,CVOTER International,C+,974.0,lv,49.01,45.51,47.14539,44.5196,974.0
New York,2016-08-10,2016-08-16,Google Consumer Surveys,B,991.0,lv,41.23,26.04,48.37545,36.33034,991.0
U.S.,2016-08-19,2016-08-23,YouGov,B,1080.0,rv,42.0,38.0,46.53135,44.12333,1080.0
North Carolina,2016-04-23,2016-04-25,"National Research, Inc.",B+,600.0,lv,49.0,40.0,51.04456,44.73597,600.0
U.S.,2016-08-06,2016-08-12,CVOTER International,C+,1045.0,lv,49.52,45.14,47.64808,44.16693,1045.0
U.S.,2016-07-22,2016-07-24,Morning Consult,,2502.0,rv,36.0,40.0,42.98697,45.80504,2502.0
U.S.,2016-07-07,2016-07-11,Ipsos,A-,1226.0,lv,45.4,32.8,48.38591,36.89044,1226.0
U.S.,2016-07-14,2016-07-16,Morning Consult,,2002.0,rv,38.0,35.0,43.60815,42.5817,2002.0
U.S.,2016-08-20,2016-08-22,The Times-Picayune/Lucid,,1842.0,lv,42.0,36.0,44.71769,42.37763,1842.0
U.S.,2016-08-05,2016-08-11,CVOTER International,C+,1107.0,lv,49.84,45.07,47.96344,44.1198,1107.0
Florida,2016-08-10,2016-08-16,Google Consumer Surveys,B,1341.0,lv,34.48,38.4,41.57251,48.60138,1341.0
U.S.,2016-08-15,2016-08-21,USC Dornsife/LA Times,,2359.0,lv,43.55,44.56,45.71915,43.7494,2359.0
U.S.,2016-07-06,2016-07-10,Ipsos,A-,1229.0,lv,44.3,35.1,47.25977,39.20079,1229.0
West Virginia,2016-02-21,2016-02-22,Orion Strategies,B-,306.0,lv,24.0,61.0,23.76412,61.23125,306.0
U.S.,2016-07-05,2016-07-09,Ipsos,A-,1277.0,lv,44.0,34.8,46.94283,38.90897,1277.0
U.S.,2016-09-05,2016-09-11,SurveyMonkey,C-,16220.0,rv,42.0,40.0,44.34309,44.7639,5000.0
Missouri,2016-03-03,2016-03-10,Fort Hays State University,C-,475.0,a,38.0,43.0,37.97608,46.21029,475.0
U.S.,2016-07-04,2016-07-08,Ipsos,A-,1313.0,lv,44.4,34.7,47.33111,38.80427,1313.0
U.S.,2016-08-14,2016-08-20,USC Dornsife/LA Times,,2385.0,lv,43.01,44.96,45.09164,44.25996,2385.0
U.S.,2016-08-19,2016-08-21,The Times-Picayune/Lucid,,1836.0,lv,44.0,35.0,46.64199,41.47187,1836.0
U.S.,2016-04-10,2016-04-14,NBC News/Wall Street Journal,A-,1000.0,rv,50.0,39.0,49.2582,43.43689,1000.0
California,2016-08-10,2016-08-16,Google Consumer Surveys,B,1633.0,lv,43.63,25.43,50.77967,35.72745,1633.0
U.S.,2016-09-15,2016-09-16,Google Consumer Surveys,B,914.0,lv,32.8,34.8,40.3958,43.3708,914.0
U.S.,2016-07-03,2016-07-07,Ipsos,A-,1317.0,lv,44.8,34.2,47.71629,38.30355,1317.0
Wisconsin,2016-03-20,2016-03-22,Emerson College,B,922.0,lv,47.0,38.0,45.03646,37.52073,922.0
U.S.,2016-08-04,2016-08-10,CVOTER International,C+,1077.0,lv,49.45,45.15,47.57246,44.21381,1077.0
U.S.,2016-08-13,2016-08-19,USC Dornsife/LA Times,,2463.0,lv,43.58,44.19,45.57979,43.58022,2463.0
California,2016-03-16,2016-03-23,Greenberg Quinlan Rosner/American Viewpoint,B+,1202.0,lv,57.0,30.0,55.31086,31.70471,1202.0
U.S.,2016-07-01,2016-07-05,Ipsos,A-,1452.0,lv,44.3,33.1,47.18155,37.21085,1452.0
U.S.,2016-07-02,2016-07-06,Ipsos,A-,1308.0,lv,43.3,34.7,46.20069,38.80982,1308.0
Idaho,2016-04-08,2016-04-19,Dan Jones & Associates,C+,603.0,a,32.0,49.0,30.50418,52.81624,603.0
Pennsylvania,2016-03-01,2016-03-11,Mercyhurst University,,421.0,rv,43.0,35.0,43.40642,38.73822,421.0
U.S.,2016-08-12,2016-08-18,USC Dornsife/LA Times,,2489.0,lv,44.55,43.37,46.48327,42.83993,2489.0
U.S.,2016-06-30,2016-07-04,Ipsos,A-,1407.0,lv,44.1,34.5,46.96316,38.61547,1407.0
Pennsylvania,2016-03-14,2016-03-20,Franklin & Marshall College,B+,828.0,rv,46.0,33.0,44.89074,37.7254,828.0
U.S.,2016-08-03,2016-08-09,CVOTER International,C+,1002.0,lv,48.1,45.9,46.22424,44.9713,1002.0
U.S.,2016-08-11,2016-08-17,USC Dornsife/LA Times,,2500.0,lv,44.01,43.44,45.88116,42.97448,2500.0
U.S.,2016-07-08,2016-07-10,Morning Consult,,2001.0,rv,39.0,37.0,44.63876,44.65896,2001.0
