pollster,state,population,day,weighted_clinton,weighted_trump,samplesize_total,c-minus-t
Saint Leo University,Florida,lv,2016-06-11,45.8,33.1,459.0,12.699999999999996
Saint Leo University,Florida,lv,2016-06-12,45.8,33.1,459.0,12.699999999999996
Saint Leo University,Florida,lv,2016-06-13,45.8,33.1,459.0,12.699999999999996
Saint Leo University,Florida,lv,2016-06-14,45.8,33.1,459.0,12.699999999999996
Saint Leo University,Florida,lv,2016-06-15,45.8,33.1,459.0,12.699999999999996
Saint Leo University,Florida,lv,2016-06-16,45.8,33.1,459.0,12.699999999999996
Saint Leo University,Florida,lv,2016-08-14,51.7,37.7,1380.0,14.0
Saint Leo University,Florida,lv,2016-08-15,51.7,37.7,1380.0,14.0
Saint Leo University,Florida,lv,2016-08-16,51.7,37.7,1380.0,14.0
Saint Leo University,Florida,lv,2016-08-17,51.7,37.7,1380.0,14.0
Saint Leo University,Florida,lv,2016-08-18,51.7,37.7,1380.0,14.0
Saint Leo University,Florida,lv,2016-09-10,49.4,43.6,475.0,5.799999999999997
Saint Leo University,Florida,lv,2016-09-11,49.4,43.6,475.0,5.799999999999997
Saint Leo University,Florida,lv,2016-09-12,49.4,43.6,475.0,5.799999999999997
Saint Leo University,Florida,lv,2016-09-13,49.4,43.6,475.0,5.799999999999997
Saint Leo University,Florida,lv,2016-09-14,49.4,43.6,475.0,5.799999999999997
Saint Leo University,Florida,lv,2016-09-15,49.4,43.6,475.0,5.799999999999997
Saint Leo University,Florida,lv,2016-09-16,49.4,43.6,475.0,5.799999999999997
Saint Leo University,Florida,lv,2016-10-22,50.4,36.95,1028.0,13.449999999999996
Saint Leo University,Florida,lv,2016-10-23,50.4,36.95,1028.0,13.449999999999996
Saint Leo University,Florida,lv,2016-10-24,50.4,36.95,1028.0,13.449999999999996
Saint Leo University,Florida,lv,2016-10-25,50.4,36.95,1028.0,13.449999999999996
Saint Leo University,Florida,lv,2016-10-26,50.4,36.95,1028.0,13.449999999999996
Saint Leo University,U.S.,lv,2015-11-29,51.0,37.0,746.0,14.0
Saint Leo University,U.S.,lv,2015-11-30,51.0,37.0,746.0,14.0
Saint Leo University,U.S.,lv,2015-12-01,51.0,37.0,746.0,14.0
Saint Leo University,U.S.,lv,2015-12-02,51.0,37.0,746.0,14.0
Saint Leo University,U.S.,lv,2015-12-03,51.0,37.0,746.0,14.0
Saint Leo University,U.S.,lv,2016-03-13,47.7,38.4,880.0,9.300000000000004
Saint Leo University,U.S.,lv,2016-03-14,47.7,38.4,880.0,9.300000000000004
Saint Leo University,U.S.,lv,2016-03-15,47.7,38.4,880.0,9.300000000000004
Saint Leo University,U.S.,lv,2016-03-16,47.7,38.4,880.0,9.300000000000004
Saint Leo University,U.S.,lv,2016-03-17,47.7,38.4,880.0,9.300000000000004
Saint Leo University,U.S.,lv,2016-06-10,40.6,33.0,930.0,7.600000000000001
Saint Leo University,U.S.,lv,2016-06-11,40.6,33.0,930.0,7.600000000000001
Saint Leo University,U.S.,lv,2016-06-12,40.6,33.0,930.0,7.600000000000001
Saint Leo University,U.S.,lv,2016-06-13,40.6,33.0,930.0,7.600000000000001
Saint Leo University,U.S.,lv,2016-06-14,40.6,33.0,930.0,7.600000000000001
Saint Leo University,U.S.,lv,2016-06-15,40.6,33.0,930.0,7.600000000000001
Saint Leo University,U.S.,lv,2016-06-16,40.6,33.0,930.0,7.600000000000001
Saint Leo University,U.S.,lv,2016-09-10,46.2,41.0,1005.0,5.200000000000003
Saint Leo University,U.S.,lv,2016-09-11,46.2,41.0,1005.0,5.200000000000003
Saint Leo University,U.S.,lv,2016-09-12,46.2,41.0,1005.0,5.200000000000003
Saint Leo University,U.S.,lv,2016-09-13,46.2,41.0,1005.0,5.200000000000003
Saint Leo University,U.S.,lv,2016-09-14,46.2,41.0,1005.0,5.200000000000003
Saint Leo University,U.S.,lv,2016-09-15,46.2,41.0,1005.0,5.200000000000003
Saint Leo University,U.S.,lv,2016-09-16,46.2,41.0,1005.0,5.200000000000003
Saint Leo University,U.S.,lv,2016-10-22,46.05,34.95,1050.0,11.099999999999994
Saint Leo University,U.S.,lv,2016-10-23,46.05,34.95,1050.0,11.099999999999994
Saint Leo University,U.S.,lv,2016-10-24,46.05,34.95,1050.0,11.099999999999994
Saint Leo University,U.S.,lv,2016-10-25,46.05,34.95,1050.0,11.099999999999994
Saint Leo University,U.S.,lv,2016-10-26,46.05,34.95,1050.0,11.099999999999994
Schoen Consulting,U.S.,lv,2016-05-16,44.0,42.0,1000.0,2.0
Schoen Consulting,U.S.,lv,2016-05-17,44.0,42.0,1000.0,2.0
Schoen Consulting,U.S.,lv,2016-05-18,44.0,42.0,1000.0,2.0
Schoen Consulting,U.S.,lv,2016-05-19,44.0,42.0,1000.0,2.0
Selzer & Company,Florida,lv,2016-10-21,43.0,45.0,805.0,-2.0
Selzer & Company,Florida,lv,2016-10-22,43.0,45.0,805.0,-2.0
Selzer & Company,Florida,lv,2016-10-23,43.0,45.0,805.0,-2.0
Selzer & Company,Florida,lv,2016-10-24,43.0,45.0,805.0,-2.0
Selzer & Company,Iowa,lv,2016-10-03,39.0,43.0,642.0,-4.0
Selzer & Company,Iowa,lv,2016-10-04,39.0,43.0,642.0,-4.0
Selzer & Company,Iowa,lv,2016-10-05,39.0,43.0,642.0,-4.0
Selzer & Company,Iowa,lv,2016-10-06,39.0,43.0,642.0,-4.0
Selzer & Company,Iowa,lv,2016-11-01,39.0,46.0,800.0,-7.0
Selzer & Company,Iowa,lv,2016-11-02,39.0,46.0,800.0,-7.0
Selzer & Company,Iowa,lv,2016-11-03,39.0,46.0,800.0,-7.0
Selzer & Company,Iowa,lv,2016-11-04,39.0,46.0,800.0,-7.0
Selzer & Company,North Carolina,lv,2016-09-29,44.0,43.0,805.0,1.0
Selzer & Company,North Carolina,lv,2016-09-30,44.0,43.0,805.0,1.0
Selzer & Company,North Carolina,lv,2016-10-01,44.0,43.0,805.0,1.0
Selzer & Company,North Carolina,lv,2016-10-02,44.0,43.0,805.0,1.0
Selzer & Company,Ohio,lv,2016-09-09,39.0,44.0,802.0,-5.0
Selzer & Company,Ohio,lv,2016-09-10,39.0,44.0,802.0,-5.0
Selzer & Company,Ohio,lv,2016-09-11,39.0,44.0,802.0,-5.0
Selzer & Company,Ohio,lv,2016-09-12,39.0,44.0,802.0,-5.0
Selzer & Company,Pennsylvania,lv,2016-10-07,48.0,39.0,806.0,9.0
Selzer & Company,Pennsylvania,lv,2016-10-08,48.0,39.0,806.0,9.0
Selzer & Company,Pennsylvania,lv,2016-10-09,48.0,39.0,806.0,9.0
Selzer & Company,Pennsylvania,lv,2016-10-10,48.0,39.0,806.0,9.0
Selzer & Company,Pennsylvania,lv,2016-10-11,48.0,39.0,806.0,9.0
Selzer & Company,U.S.,lv,2016-03-19,54.0,36.0,815.0,18.0
Selzer & Company,U.S.,lv,2016-03-20,54.0,36.0,815.0,18.0
Selzer & Company,U.S.,lv,2016-03-21,54.0,36.0,815.0,18.0
Selzer & Company,U.S.,lv,2016-03-22,54.0,36.0,815.0,18.0
Selzer & Company,U.S.,lv,2016-06-10,49.0,37.0,750.0,12.0
Selzer & Company,U.S.,lv,2016-06-11,49.0,37.0,750.0,12.0
Selzer & Company,U.S.,lv,2016-06-12,49.0,37.0,750.0,12.0
Selzer & Company,U.S.,lv,2016-06-13,49.0,37.0,750.0,12.0
Selzer & Company,U.S.,lv,2016-08-05,44.0,40.0,749.0,4.0
Selzer & Company,U.S.,lv,2016-08-06,44.0,40.0,749.0,4.0
Selzer & Company,U.S.,lv,2016-08-07,44.0,40.0,749.0,4.0
Selzer & Company,U.S.,lv,2016-08-08,44.0,40.0,749.0,4.0
Selzer & Company,U.S.,lv,2016-09-21,41.0,43.0,1002.0,-2.0
Selzer & Company,U.S.,lv,2016-09-22,41.0,43.0,1002.0,-2.0
Selzer & Company,U.S.,lv,2016-09-23,41.0,43.0,1002.0,-2.0
Selzer & Company,U.S.,lv,2016-09-24,41.0,43.0,1002.0,-2.0
Selzer & Company,U.S.,lv,2016-10-14,47.0,38.0,1000.0,9.0
Selzer & Company,U.S.,lv,2016-10-15,47.0,38.0,1000.0,9.0
Selzer & Company,U.S.,lv,2016-10-16,47.0,38.0,1000.0,9.0
Selzer & Company,U.S.,lv,2016-10-17,47.0,38.0,1000.0,9.0
Selzer & Company,U.S.,lv,2016-11-04,44.0,41.0,799.0,3.0
Selzer & Company,U.S.,lv,2016-11-05,44.0,41.0,799.0,3.0
Selzer & Company,U.S.,lv,2016-11-06,44.0,41.0,799.0,3.0
Siena College,Florida,lv,2016-09-10,41.0,40.0,867.0,1.0
Siena College,Florida,lv,2016-09-11,41.0,40.0,867.0,1.0
Siena College,Florida,lv,2016-09-12,41.0,40.0,867.0,1.0
Siena College,Florida,lv,2016-09-13,41.0,40.0,867.0,1.0
Siena College,Florida,lv,2016-09-14,41.0,40.0,867.0,1.0
Siena College,Florida,lv,2016-10-25,42.0,46.0,815.0,-4.0
Siena College,Florida,lv,2016-10-26,42.0,46.0,815.0,-4.0
Siena College,Florida,lv,2016-10-27,42.0,46.0,815.0,-4.0
Siena College,New York,lv,2016-09-11,51.0,30.0,600.0,21.0
Siena College,New York,lv,2016-09-12,51.0,30.0,600.0,21.0
Siena College,New York,lv,2016-09-13,51.0,30.0,600.0,21.0
Siena College,New York,lv,2016-09-14,51.0,30.0,600.0,21.0
Siena College,New York,lv,2016-09-15,51.0,30.0,600.0,21.0
Siena College,New York,lv,2016-10-13,54.0,30.0,611.0,24.0
Siena College,New York,lv,2016-10-14,54.0,30.0,611.0,24.0
Siena College,New York,lv,2016-10-15,54.0,30.0,611.0,24.0
Siena College,New York,lv,2016-10-16,54.0,30.0,611.0,24.0
Siena College,New York,lv,2016-10-17,54.0,30.0,611.0,24.0
Siena College,New York,lv,2016-11-03,51.0,34.0,617.0,17.0
Siena College,New York,lv,2016-11-04,51.0,34.0,617.0,17.0
Siena College,New York,rv,2016-01-31,57.0,32.0,930.0,25.0
Siena College,New York,rv,2016-02-01,57.0,32.0,930.0,25.0
Siena College,New York,rv,2016-02-02,57.0,32.0,930.0,25.0
Siena College,New York,rv,2016-02-03,57.0,32.0,930.0,25.0
Siena College,New York,rv,2016-02-28,57.0,34.0,800.0,23.0
Siena College,New York,rv,2016-02-29,57.0,34.0,800.0,23.0
Siena College,New York,rv,2016-03-01,57.0,34.0,800.0,23.0
Siena College,New York,rv,2016-03-02,57.0,34.0,800.0,23.0
Siena College,New York,rv,2016-03-03,57.0,34.0,800.0,23.0
Siena College,New York,rv,2016-04-24,56.0,30.0,802.0,26.0
Siena College,New York,rv,2016-04-25,56.0,30.0,802.0,26.0
Siena College,New York,rv,2016-04-26,56.0,30.0,802.0,26.0
Siena College,New York,rv,2016-04-27,56.0,30.0,802.0,26.0
Siena College,New York,rv,2016-05-22,52.0,31.0,825.0,21.0
Siena College,New York,rv,2016-05-23,52.0,31.0,825.0,21.0
Siena College,New York,rv,2016-05-24,52.0,31.0,825.0,21.0
Siena College,New York,rv,2016-05-25,52.0,31.0,825.0,21.0
Siena College,New York,rv,2016-05-26,52.0,31.0,825.0,21.0
Siena College,New York,rv,2016-06-22,54.0,31.0,803.0,23.0
Siena College,New York,rv,2016-06-23,54.0,31.0,803.0,23.0
Siena College,New York,rv,2016-06-24,54.0,31.0,803.0,23.0
Siena College,New York,rv,2016-06-25,54.0,31.0,803.0,23.0
Siena College,New York,rv,2016-06-26,54.0,31.0,803.0,23.0
Siena College,New York,rv,2016-06-27,54.0,31.0,803.0,23.0
Siena College,New York,rv,2016-06-28,54.0,31.0,803.0,23.0
Siena College,New York,rv,2016-08-07,50.0,25.0,717.0,25.0
Siena College,New York,rv,2016-08-08,50.0,25.0,717.0,25.0
Siena College,New York,rv,2016-08-09,50.0,25.0,717.0,25.0
Siena College,New York,rv,2016-08-10,50.0,25.0,717.0,25.0
Siena College,North Carolina,lv,2016-09-16,41.0,41.0,782.0,0.0
Siena College,North Carolina,lv,2016-09-17,41.0,41.0,782.0,0.0
Siena College,North Carolina,lv,2016-09-18,41.0,41.0,782.0,0.0
Siena College,North Carolina,lv,2016-09-19,41.0,41.0,782.0,0.0
Siena College,North Carolina,lv,2016-10-20,46.0,39.0,792.0,7.0
Siena College,North Carolina,lv,2016-10-21,46.0,39.0,792.0,7.0
Siena College,North Carolina,lv,2016-10-22,46.0,39.0,792.0,7.0
Siena College,North Carolina,lv,2016-10-23,46.0,39.0,792.0,7.0
Siena College,North Carolina,lv,2016-11-04,44.0,44.0,800.0,0.0
Siena College,North Carolina,lv,2016-11-05,44.0,44.0,800.0,0.0
Siena College,North Carolina,lv,2016-11-06,44.0,44.0,800.0,0.0
Siena College,Pennsylvania,lv,2016-10-23,46.0,39.0,824.0,7.0
Siena College,Pennsylvania,lv,2016-10-24,46.0,39.0,824.0,7.0
Siena College,Pennsylvania,lv,2016-10-25,46.0,39.0,824.0,7.0
SoonerPoll.com,Oklahoma,lv,2016-07-20,28.6,53.0,298.0,-24.4
SoonerPoll.com,Oklahoma,lv,2016-07-21,28.6,53.0,298.0,-24.4
SoonerPoll.com,Oklahoma,lv,2016-07-22,28.6,53.0,298.0,-24.4
SoonerPoll.com,Oklahoma,lv,2016-07-23,28.6,53.0,298.0,-24.4
SoonerPoll.com,Oklahoma,lv,2016-07-24,28.6,53.0,298.0,-24.4
SoonerPoll.com,Oklahoma,lv,2016-07-25,28.6,53.0,298.0,-24.4
SoonerPoll.com,Oklahoma,lv,2016-09-13,35.6,50.9,515.0,-15.299999999999997
SoonerPoll.com,Oklahoma,lv,2016-09-14,35.6,50.9,515.0,-15.299999999999997
SoonerPoll.com,Oklahoma,lv,2016-09-15,35.6,50.9,515.0,-15.299999999999997
SoonerPoll.com,Oklahoma,lv,2016-10-18,29.6,59.6,530.0,-30.0
SoonerPoll.com,Oklahoma,lv,2016-10-19,29.6,59.6,530.0,-30.0
SoonerPoll.com,Oklahoma,lv,2016-10-20,29.6,59.6,530.0,-30.0
Southern Illinois University,Illinois,lv,2016-09-27,53.2,28.4,865.0,24.800000000000004
Southern Illinois University,Illinois,lv,2016-09-28,53.2,28.4,865.0,24.800000000000004
Southern Illinois University,Illinois,lv,2016-09-29,53.2,28.4,865.0,24.800000000000004
Southern Illinois University,Illinois,lv,2016-09-30,53.2,28.4,865.0,24.800000000000004
Southern Illinois University,Illinois,lv,2016-10-01,53.2,28.4,865.0,24.800000000000004
Southern Illinois University,Illinois,lv,2016-10-02,53.2,28.4,865.0,24.800000000000004
Southern Media & Opinion Research,Louisiana,lv,2016-09-15,32.6,48.9,500.0,-16.299999999999997
Southern Media & Opinion Research,Louisiana,lv,2016-09-16,32.6,48.9,500.0,-16.299999999999997
Southern Media & Opinion Research,Louisiana,lv,2016-09-17,32.6,48.9,500.0,-16.299999999999997
Southern Media & Opinion Research,Louisiana,lv,2016-10-19,35.0,50.0,500.0,-15.0
Southern Media & Opinion Research,Louisiana,lv,2016-10-20,35.0,50.0,500.0,-15.0
Southern Media & Opinion Research,Louisiana,lv,2016-10-21,35.0,50.0,500.0,-15.0
St. Norbert College,Wisconsin,lv,2016-10-13,47.0,39.0,664.0,8.0
St. Norbert College,Wisconsin,lv,2016-10-14,47.0,39.0,664.0,8.0
St. Norbert College,Wisconsin,lv,2016-10-15,47.0,39.0,664.0,8.0
St. Norbert College,Wisconsin,lv,2016-10-16,47.0,39.0,664.0,8.0
St. Norbert College,Wisconsin,rv,2016-04-12,46.0,34.0,616.0,12.0
St. Norbert College,Wisconsin,rv,2016-04-13,46.0,34.0,616.0,12.0
St. Norbert College,Wisconsin,rv,2016-04-14,46.0,34.0,616.0,12.0
St. Norbert College,Wisconsin,rv,2016-04-15,46.0,34.0,616.0,12.0
Starboard Communications,South Carolina,lv,2016-09-07,35.0,48.0,600.0,-13.0
Starboard Communications,South Carolina,lv,2016-09-08,35.0,48.0,600.0,-13.0
Starboard Communications,South Carolina,lv,2016-09-09,35.0,48.0,600.0,-13.0
Starboard Communications,South Carolina,lv,2016-10-30,36.0,47.0,600.0,-11.0
Starboard Communications,South Carolina,lv,2016-10-31,36.0,47.0,600.0,-11.0
Stockton College,New Jersey,lv,2016-09-22,46.2,39.8,638.0,6.400000000000006
Stockton College,New Jersey,lv,2016-09-23,46.2,39.8,638.0,6.400000000000006
Stockton College,New Jersey,lv,2016-09-24,46.2,39.8,638.0,6.400000000000006
Stockton College,New Jersey,lv,2016-09-25,46.2,39.8,638.0,6.400000000000006
Stockton College,New Jersey,lv,2016-09-26,46.2,39.8,638.0,6.400000000000006
Stockton College,New Jersey,lv,2016-09-27,46.2,39.8,638.0,6.400000000000006
Stockton College,New Jersey,lv,2016-09-28,46.2,39.8,638.0,6.400000000000006
Stockton College,New Jersey,lv,2016-09-29,46.2,39.8,638.0,6.400000000000006
Stockton College,New Jersey,lv,2016-10-27,51.0,40.0,678.0,11.0
Stockton College,New Jersey,lv,2016-10-28,51.0,40.0,678.0,11.0
Stockton College,New Jersey,lv,2016-10-29,51.0,40.0,678.0,11.0
Stockton College,New Jersey,lv,2016-10-30,51.0,40.0,678.0,11.0
Stockton College,New Jersey,lv,2016-10-31,51.0,40.0,678.0,11.0
Stockton College,New Jersey,lv,2016-11-01,51.0,40.0,678.0,11.0
Stockton College,New Jersey,lv,2016-11-02,51.0,40.0,678.0,11.0
Strategic National,Michigan,lv,2016-10-29,45.0,44.0,500.0,1.0
Strategic National,Michigan,lv,2016-10-30,45.0,44.0,500.0,1.0
Strategic National,Michigan,lv,2016-11-03,44.0,44.0,573.0,0.0
Strategies 360,Arizona,lv,2015-12-04,42.0,44.0,504.0,-2.0
Strategies 360,Arizona,lv,2015-12-05,42.0,44.0,504.0,-2.0
Strategies 360,Arizona,lv,2015-12-06,42.0,44.0,504.0,-2.0
Strategies 360,Arizona,lv,2015-12-07,42.0,44.0,504.0,-2.0
Strategies 360,Arizona,lv,2015-12-08,42.0,44.0,504.0,-2.0
Strategies 360,Arizona,lv,2015-12-09,42.0,44.0,504.0,-2.0
Strategies 360,Washington,lv,2016-09-29,47.0,31.0,500.0,16.0
Strategies 360,Washington,lv,2016-09-30,47.0,31.0,500.0,16.0
Strategies 360,Washington,lv,2016-10-01,47.0,31.0,500.0,16.0
Strategies 360,Washington,lv,2016-10-02,47.0,31.0,500.0,16.0
Strategies 360,Washington,lv,2016-10-03,47.0,31.0,500.0,16.0
Strategy Research,Alabama,rv,2016-01-12,32.0,68.0,2700.0,-36.0
Strategy Research,Alabama,rv,2016-07-19,33.0,57.0,4100.0,-24.0
Suffolk University,Florida,lv,2016-08-01,43.2,38.8,500.0,4.400000000000006
Suffolk University,Florida,lv,2016-08-02,43.2,38.8,500.0,4.400000000000006
Suffolk University,Florida,lv,2016-08-03,43.2,38.8,500.0,4.400000000000006
Suffolk University,Florida,lv,2016-09-19,44.0,45.0,500.0,-1.0
Suffolk University,Florida,lv,2016-09-20,44.0,45.0,500.0,-1.0
Suffolk University,Florida,lv,2016-09-21,44.0,45.0,500.0,-1.0
Suffolk University,Iowa,lv,2016-08-08,36.0,37.0,500.0,-1.0
Suffolk University,Iowa,lv,2016-08-09,36.0,37.0,500.0,-1.0
Suffolk University,Iowa,lv,2016-08-10,36.0,37.0,500.0,-1.0
Suffolk University,Massachusetts,lv,2016-05-02,55.0,31.0,500.0,24.0
Suffolk University,Massachusetts,lv,2016-05-03,55.0,31.0,500.0,24.0
Suffolk University,Massachusetts,lv,2016-05-04,55.0,31.0,500.0,24.0
Suffolk University,Massachusetts,lv,2016-05-05,55.0,31.0,500.0,24.0
Suffolk University,Massachusetts,lv,2016-10-24,57.0,25.0,500.0,32.0
Suffolk University,Massachusetts,lv,2016-10-25,57.0,25.0,500.0,32.0
Suffolk University,Massachusetts,lv,2016-10-26,57.0,25.0,500.0,32.0
Suffolk University,Michigan,lv,2016-08-22,43.6,37.2,500.0,6.399999999999999
Suffolk University,Michigan,lv,2016-08-23,43.6,37.2,500.0,6.399999999999999
Suffolk University,Michigan,lv,2016-08-24,43.6,37.2,500.0,6.399999999999999
Suffolk University,Nevada,lv,2016-09-27,44.2,38.2,500.0,6.0
Suffolk University,Nevada,lv,2016-09-28,44.2,38.2,500.0,6.0
Suffolk University,Nevada,lv,2016-09-29,44.2,38.2,500.0,6.0
Suffolk University,Nevada,rv,2016-08-15,43.8,41.6,500.0,2.1999999999999957
Suffolk University,Nevada,rv,2016-08-16,43.8,41.6,500.0,2.1999999999999957
Suffolk University,Nevada,rv,2016-08-17,43.8,41.6,500.0,2.1999999999999957
Suffolk University,New Hampshire,lv,2016-10-03,44.0,42.0,500.0,2.0
Suffolk University,New Hampshire,lv,2016-10-04,44.0,42.0,500.0,2.0
Suffolk University,New Hampshire,lv,2016-10-05,44.0,42.0,500.0,2.0
Suffolk University,New Hampshire,lv,2016-10-31,41.8,42.2,500.0,-0.4000000000000057
Suffolk University,New Hampshire,lv,2016-11-01,41.8,42.2,500.0,-0.4000000000000057
Suffolk University,New Hampshire,lv,2016-11-02,41.8,42.2,500.0,-0.4000000000000057
Suffolk University,North Carolina,lv,2016-09-05,41.0,44.0,500.0,-3.0
Suffolk University,North Carolina,lv,2016-09-06,41.0,44.0,500.0,-3.0
Suffolk University,North Carolina,lv,2016-09-07,41.0,44.0,500.0,-3.0
Suffolk University,North Carolina,lv,2016-10-10,44.8,43.4,500.0,1.3999999999999986
Suffolk University,North Carolina,lv,2016-10-11,44.8,43.4,500.0,1.3999999999999986
Suffolk University,North Carolina,lv,2016-10-12,44.8,43.4,500.0,1.3999999999999986
Suffolk University,Ohio,lv,2016-07-18,42.6,38.6,500.0,4.0
Suffolk University,Ohio,lv,2016-07-19,42.6,38.6,500.0,4.0
Suffolk University,Ohio,lv,2016-07-20,42.6,38.6,500.0,4.0
Suffolk University,Ohio,lv,2016-09-12,39.0,42.0,500.0,-3.0
Suffolk University,Ohio,lv,2016-09-13,39.0,42.0,500.0,-3.0
Suffolk University,Ohio,lv,2016-09-14,39.0,42.0,500.0,-3.0
Suffolk University,Ohio,lv,2016-10-17,45.0,45.0,500.0,0.0
Suffolk University,Ohio,lv,2016-10-18,45.0,45.0,500.0,0.0
Suffolk University,Ohio,lv,2016-10-19,45.0,45.0,500.0,0.0
Suffolk University,Pennsylvania,lv,2016-07-25,46.0,37.0,500.0,9.0
Suffolk University,Pennsylvania,lv,2016-07-26,46.0,37.0,500.0,9.0
Suffolk University,Pennsylvania,lv,2016-07-27,46.0,37.0,500.0,9.0
Suffolk University,U.S.,lv,2015-12-02,47.5,44.0,1000.0,3.5
Suffolk University,U.S.,lv,2015-12-03,47.5,44.0,1000.0,3.5
Suffolk University,U.S.,lv,2015-12-04,47.5,44.0,1000.0,3.5
Suffolk University,U.S.,lv,2015-12-05,47.5,44.0,1000.0,3.5
Suffolk University,U.S.,lv,2015-12-06,47.5,44.0,1000.0,3.5
Suffolk University,U.S.,lv,2016-02-11,43.0,45.0,1000.0,-2.0
Suffolk University,U.S.,lv,2016-02-12,43.0,45.0,1000.0,-2.0
Suffolk University,U.S.,lv,2016-02-13,43.0,45.0,1000.0,-2.0
Suffolk University,U.S.,lv,2016-02-14,43.0,45.0,1000.0,-2.0
Suffolk University,U.S.,lv,2016-02-15,43.0,45.0,1000.0,-2.0
Suffolk University,U.S.,lv,2016-04-20,50.0,39.0,1000.0,11.0
Suffolk University,U.S.,lv,2016-04-21,50.0,39.0,1000.0,11.0
Suffolk University,U.S.,lv,2016-04-22,50.0,39.0,1000.0,11.0
Suffolk University,U.S.,lv,2016-04-23,50.0,39.0,1000.0,11.0
Suffolk University,U.S.,lv,2016-04-24,50.0,39.0,1000.0,11.0
Suffolk University,U.S.,lv,2016-06-26,39.0,35.0,1000.0,4.0
Suffolk University,U.S.,lv,2016-06-27,39.0,35.0,1000.0,4.0
Suffolk University,U.S.,lv,2016-06-28,39.0,35.0,1000.0,4.0
Suffolk University,U.S.,lv,2016-06-29,39.0,35.0,1000.0,4.0
Suffolk University,U.S.,lv,2016-08-24,42.0,35.0,1000.0,7.0
Suffolk University,U.S.,lv,2016-08-25,42.0,35.0,1000.0,7.0
Suffolk University,U.S.,lv,2016-08-26,42.0,35.0,1000.0,7.0
Suffolk University,U.S.,lv,2016-08-27,42.0,35.0,1000.0,7.0
Suffolk University,U.S.,lv,2016-08-28,42.0,35.0,1000.0,7.0
Suffolk University,U.S.,lv,2016-08-29,42.0,35.0,1000.0,7.0
Suffolk University,U.S.,lv,2016-10-20,47.4,37.6,1000.0,9.799999999999997
Suffolk University,U.S.,lv,2016-10-21,47.4,37.6,1000.0,9.799999999999997
Suffolk University,U.S.,lv,2016-10-22,47.4,37.6,1000.0,9.799999999999997
Suffolk University,U.S.,lv,2016-10-23,47.4,37.6,1000.0,9.799999999999997
Suffolk University,U.S.,lv,2016-10-24,47.4,37.6,1000.0,9.799999999999997
SurveyMonkey,Alabama,lv,2016-10-17,36.0,52.0,415.0,-16.0
SurveyMonkey,Alabama,lv,2016-10-18,36.0,52.0,901.0,-16.0
SurveyMonkey,Alabama,lv,2016-10-19,36.0,52.0,901.0,-16.0
SurveyMonkey,Alabama,lv,2016-10-20,36.00000000000001,52.34035830497785,1380.0,-16.34035830497784
SurveyMonkey,Alabama,lv,2016-10-21,36.00000000000001,52.34035830497785,1380.0,-16.34035830497784
SurveyMonkey,Alabama,lv,2016-10-22,36.00000000000001,52.34035830497785,1380.0,-16.34035830497784
SurveyMonkey,Alabama,lv,2016-10-23,36.00000000000001,52.34035830497785,1380.0,-16.34035830497784
SurveyMonkey,Alabama,lv,2016-10-24,35.99999999999999,52.737810630152815,1790.0,-16.737810630152822
SurveyMonkey,Alabama,lv,2016-10-25,35.79335790381311,53.205274183509744,2275.0,-17.411916279696634
SurveyMonkey,Alabama,lv,2016-10-26,36.00372774363024,53.18246121759536,2363.0,-17.178733473965117
SurveyMonkey,Alabama,lv,2016-10-27,35.78014460936532,53.375465774548,2498.0,-17.595321165182675
SurveyMonkey,Alabama,lv,2016-10-28,35.82283681688164,53.10837352764391,3220.0,-17.285536710762273
SurveyMonkey,Alabama,lv,2016-10-29,35.83264978737553,53.30716464328526,3641.0,-17.47451485590973
SurveyMonkey,Alabama,lv,2016-10-30,35.862004076102046,53.428692359216996,4612.0,-17.56668828311495
SurveyMonkey,Alabama,lv,2016-10-31,35.84425195691137,53.35519800483863,4202.0,-17.510946047927256
SurveyMonkey,Alabama,lv,2016-11-01,35.98525396315508,53.46816400849893,4848.0,-17.48291004534385
SurveyMonkey,Alabama,lv,2016-11-02,35.82999265366754,53.692800575901316,4345.0,-17.862807922233777
SurveyMonkey,Alabama,lv,2016-11-03,35.99999999999999,53.83470687703078,3724.0,-17.83470687703079
SurveyMonkey,Alabama,lv,2016-11-04,35.99999999999999,54.354783330554376,3002.0,-18.354783330554383
SurveyMonkey,Alabama,lv,2016-11-05,36.0,54.51905713983472,2102.0,-18.51905713983472
SurveyMonkey,Alabama,lv,2016-11-06,36.0,54.51905713983472,2102.0,-18.51905713983472
SurveyMonkey,Alabama,lv,2016-11-07,36.0,55.0,1131.0,-19.0
SurveyMonkey,Alabama,rv,2016-08-09,31.0,53.0,958.0,-22.0
SurveyMonkey,Alabama,rv,2016-08-10,31.0,53.0,958.0,-22.0
SurveyMonkey,Alabama,rv,2016-08-11,31.0,53.0,958.0,-22.0
SurveyMonkey,Alabama,rv,2016-08-12,31.0,53.0,958.0,-22.0
SurveyMonkey,Alabama,rv,2016-08-13,31.0,53.0,958.0,-22.0
SurveyMonkey,Alabama,rv,2016-08-14,31.0,53.0,958.0,-22.0
SurveyMonkey,Alabama,rv,2016-08-15,31.0,53.0,958.0,-22.0
SurveyMonkey,Alabama,rv,2016-08-16,31.0,53.0,958.0,-22.0
