,Airfield,S2,Wait_Time,C_Start,C0,C_avg,Sch_Departure,Act_Departure,BFO_Dest_City,BFO_Destination_Country_Code,order,Pass_ID,Departure_Date,Departure_Time,Time_of_Day,Period_of_Week,Day_of_Week,Month,Season,Year
2488,SAF,2030-01-06 8:26,16,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973233,9886823,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2489,SAF,2030-01-06 8:26,16,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973234,9886821,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2490,SAF,2030-01-06 8:26,18,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973235,9886803,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2491,SAF,2030-01-06 8:26,16,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973236,9886826,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2492,SAF,2030-01-06 8:27,18,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973237,9886810,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2493,SAF,2030-01-06 8:27,16,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973238,9886833,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2494,SAF,2030-01-06 8:27,18,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973239,9886809,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2495,SAF,2030-01-06 8:27,17,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973240,9886827,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2496,SAF,2030-01-06 8:28,18,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973241,9886834,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2497,SAF,2030-01-06 8:28,13,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973242,9886897,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2498,SAF,2030-01-06 8:28,6,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973243,9886977,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2499,SAF,2030-01-06 8:28,6,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973244,9886978,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2500,SAF,2030-01-06 8:28,6,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973245,9886979,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2501,SAF,2030-01-06 8:29,12,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973246,9886906,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2502,SAF,2030-01-06 8:29,19,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973247,9886747,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2503,SAF,2030-01-06 8:30,15,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973248,9886895,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2504,SAF,2030-01-06 8:30,15,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973249,9886894,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2505,SAF,2030-01-06 8:30,12,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973250,9886936,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2506,SAF,2030-01-06 8:30,3,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973251,9887039,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2507,SAF,2030-01-06 8:31,3,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973252,9887038,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2508,SAF,2030-01-06 8:31,4,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973253,9887037,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2509,SAF,2030-01-06 8:31,13,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973254,9886940,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2510,SAF,2030-01-06 8:31,13,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973255,9886941,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2511,SAF,2030-01-06 8:32,9,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973256,9886989,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2512,SAF,2030-01-06 8:32,10,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973257,9886991,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2513,SAF,2030-01-06 8:32,12,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973258,9886953,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2514,SAF,2030-01-06 8:34,NA,NA,2,NA,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973259,9886981,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2515,SAF,2030-01-06 8:34,10,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973260,9887009,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2516,SAF,2030-01-06 8:34,13,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973261,9886982,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2517,SAF,2030-01-06 8:35,12,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973262,9887011,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2518,SAF,2030-01-06 8:36,NA,NA,2,NA,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973263,9887091,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2519,SAF,2030-01-06 8:37,14,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973264,9887012,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2520,SAF,2030-01-06 8:38,14,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973265,9887018,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2521,SAF,2030-01-06 8:38,15,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973266,9887026,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2522,SAF,2030-01-06 8:39,13,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973267,9887041,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2523,SAF,2030-01-06 8:39,13,2,2,2,2030-01-06 12:24,2030-01-06 12:24,SCO032,SCO,9973268,9887042,2030-01-06,12:24:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2524,SAF,2030-01-06 8:39,16,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973269,9887019,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2525,SAF,2030-01-06 8:39,4,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973270,9887132,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2526,SAF,2030-01-06 8:40,17,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973271,9887020,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2527,SAF,2030-01-06 8:41,5,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973272,9887133,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2528,SAF,2030-01-06 8:41,18,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973273,9887025,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2529,SAF,2030-01-06 8:41,5,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973274,9887134,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2530,SAF,2030-01-06 8:41,6,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973275,9887135,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2531,SAF,2030-01-06 8:42,6,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973276,9887141,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2532,SAF,2030-01-06 8:42,4,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973277,9887160,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2533,SAF,2030-01-06 8:43,2,2,2,2,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973278,9887189,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2534,SAF,2030-01-06 8:47,4,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973279,9887224,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2535,SAF,2030-01-06 8:47,4,2,2,2,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973280,9887223,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2536,SAF,2030-01-06 8:50,11,2,1,1.5,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973281,9887190,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2537,SAF,2030-01-06 8:51,11,2,1,1.5,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973282,9887193,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2538,SAF,2030-01-06 8:51,11,2,1,1.5,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973283,9887195,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2539,SAF,2030-01-06 8:51,11,2,1,1.5,2030-01-06 12:29,2030-01-06 12:29,AUC,BOR,9973284,9887196,2030-01-06,12:29:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2540,SAF,2030-01-06 8:52,4,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973285,9887285,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2541,SAF,2030-01-06 8:53,4,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973286,9887281,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2542,SAF,2030-01-06 8:53,4,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973287,9887282,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2543,SAF,2030-01-06 8:54,15,2,1,1.5,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973288,9887197,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2544,SAF,2030-01-06 8:56,15,2,1,1.5,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973289,9887213,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2545,SAF,2030-01-06 8:56,15,2,1,1.5,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973290,9887222,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2546,SAF,2030-01-06 8:57,15,2,1,1.5,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973291,9887227,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2547,SAF,2030-01-06 8:58,11,2,1,1.5,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973292,9887274,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2548,SAF,2030-01-06 8:58,12,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973293,9887279,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2549,SAF,2030-01-06 8:59,11,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973294,9887294,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2550,SAF,2030-01-06 9:00,10,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973295,9887306,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2551,SAF,2030-01-06 9:00,11,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973296,9887307,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2552,SAF,2030-01-06 9:01,11,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973297,9887318,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2553,SAF,2030-01-06 9:02,12,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973298,9887319,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2554,SAF,2030-01-06 9:03,11,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973299,9887344,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2555,SAF,2030-01-06 9:04,7,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973300,9887385,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2556,SAF,2030-01-06 9:08,1,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973301,9887486,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2557,SAF,2030-01-06 9:10,1,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973302,9887511,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2558,SAF,2030-01-06 9:17,1,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973303,9887590,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2559,SAF,2030-01-06 9:17,1,1,1,1,2030-01-06 13:04,2030-01-06 12:59,CWL,BOR,9973304,9887588,2030-01-06,12:59:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2560,SAF,2030-01-06 10:37,2,0,0,0,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973305,9888435,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2561,SAF,2030-01-06 10:38,2,0,0,0,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973306,9888436,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2562,SAF,2030-01-06 11:34,NA,NA,1,NA,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973307,9889024,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2563,SAF,2030-01-06 11:34,NA,NA,1,NA,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973308,9889026,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2564,SAF,2030-01-06 11:39,1,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973309,9889069,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2565,SAF,2030-01-06 11:39,1,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973310,9889068,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2566,SAF,2030-01-06 11:41,3,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973311,9889073,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2567,SAF,2030-01-06 11:43,2,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973312,9889100,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2568,SAF,2030-01-06 11:44,2,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973313,9889101,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2569,SAF,2030-01-06 11:52,NA,NA,1,NA,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973314,9889170,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2570,SAF,2030-01-06 11:53,NA,NA,1,NA,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973315,9889173,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2571,SAF,2030-01-06 11:53,NA,NA,1,NA,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973316,9889179,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2572,SAF,2030-01-06 11:55,NA,NA,1,NA,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973317,9889192,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2573,SAF,2030-01-06 11:57,NA,NA,1,NA,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973318,9889211,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2574,SAF,2030-01-06 11:59,NA,NA,1,NA,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973319,9889227,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2575,SAF,2030-01-06 11:59,NA,NA,1,NA,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973320,9889232,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2576,SAF,2030-01-06 12:00,3,1,1,1,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973321,9889212,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2577,SAF,2030-01-06 12:00,3,1,1,1,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973322,9889213,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2578,SAF,2030-01-06 12:02,1,1,1,1,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973323,9889239,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2579,SAF,2030-01-06 12:04,3,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973324,9889255,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2580,SAF,2030-01-06 12:05,2,1,1,1,2030-01-06 17:44,2030-01-06 17:36,VES064,VES,9973325,9889268,2030-01-06,17:36:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2581,SAF,2030-01-06 12:06,2,1,1,1,2030-01-06 17:44,2030-01-06 17:36,VES064,VES,9973326,9889271,2030-01-06,17:36:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2582,SAF,2030-01-06 12:07,2,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973327,9889273,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2583,SAF,2030-01-06 12:07,2,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973328,9889284,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2584,SAF,2030-01-06 12:08,2,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973329,9889281,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2585,SAF,2030-01-06 12:09,2,1,1,1,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973330,9889295,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2586,SAF,2030-01-06 12:09,3,1,1,1,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973331,9889294,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2587,SAF,2030-01-06 12:10,3,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973332,9889299,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2588,SAF,2030-01-06 12:10,4,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973333,9889297,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2589,SAF,2030-01-06 12:11,4,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973334,9889307,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2590,SAF,2030-01-06 12:13,5,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973335,9889308,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2591,SAF,2030-01-06 12:13,3,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973336,9889325,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2592,SAF,2030-01-06 12:14,NA,NA,1,NA,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973337,9889326,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2593,SAF,2030-01-06 12:16,4,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973338,9889341,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2594,SAF,2030-01-06 12:17,10,1,1,1,2030-01-06 16:52,2030-01-06 16:58,VES033,VES,9973339,9889310,2030-01-06,16:58:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2595,SAF,2030-01-06 12:18,3,1,1,1,2030-01-06 17:44,2030-01-06 18:04,SCO057,SCO,9973340,9889367,2030-01-06,18:04:00,4 - EVENING,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2596,SAF,2030-01-06 12:18,3,1,1,1,2030-01-06 17:44,2030-01-06 17:36,VES064,VES,9973341,9889376,2030-01-06,17:36:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2597,SAF,2030-01-06 12:19,4,1,1,1,2030-01-06 17:44,2030-01-06 17:36,VES064,VES,9973342,9889375,2030-01-06,17:36:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2598,SAF,2030-01-06 12:19,4,1,1,1,2030-01-06 17:44,2030-01-06 17:36,VES064,VES,9973343,9889385,2030-01-06,17:36:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
2599,SAF,2030-01-06 12:19,4,1,1,1,2030-01-06 17:44,2030-01-06 17:36,VES064,VES,9973344,9889386,2030-01-06,17:36:00,3 - AFTERNOON,1 - WEEKDAY,7 - SUN,01-Jan,1 - WINTER,2030
